accx,accy,accz,gyrx,gyry,gyrz
1.8148049,-5.0254292,10.54167,0.04886922,-0.0842994,0.28221974
2.2864625,-5.0182467,9.495404,-0.10873401,-0.13316862,0.14172074
3.1268275,-5.9878983,9.41879,-0.12950343,-0.15515977,0.15149458
3.667917,-6.8186865,10.304645,-0.047647487,-0.14172074,0.25534168
3.7110126,-7.5225816,11.152191,0.010995574,-0.14660765,0.22968534
3.3039982,-7.785944,11.827356,0.02321288,-0.14049901,0.22235495
3.217807,-7.5800424,11.865664,0.02687807,-0.15882497,0.24312437
3.7972038,-7.48188,11.365275,0.042760566,-0.16249016,0.24312437
4.2999864,-7.40766,10.869676,0.037873644,-0.1563815,0.22968534
4.3143516,-7.050924,10.898406,0.021991149,-0.1563815,0.21013765
4.024653,-6.519411,10.742783,0.0012217305,-0.1563815,0.19058995
4.10845,-5.9902925,10.218452,-0.03176499,-0.15393804,0.17104226
4.501099,-5.056554,9.315839,-0.057421334,-0.14049901,0.15760323
4.7022123,-4.3478703,8.700529,-0.04642576,-0.12461651,0.14049901
4.501099,-3.6511576,7.6255326,-0.008552114,-0.10751228,0.1282817
3.833117,-3.4835634,7.383718,0.02321288,-0.08307768,0.112399206
3.064578,-3.4380736,8.027759,0.037873644,-0.073303826,0.1001819
2.5881321,-2.1308396,8.243237,0.0720821,-0.06352998,0.07574729
2.6024973,-1.2593501,7.845799,0.08674286,-0.058643065,0.07086037
2.7964275,-1.42455,6.8522053,0.1001819,-0.047647487,0.06719518
2.9616275,-2.8323407,6.2704144,0.07819075,-0.036651913,0.065973446
3.383007,-3.5194764,5.6646814,0.040317107,-0.040317107,0.061086524
3.58412,-2.719813,5.427655,0.014660766,-0.042760566,0.056199603
3.217807,-1.910573,5.8921304,0.02321288,-0.036651913,0.059864793
3.1842883,-1.1779473,6.2129536,0.05009095,-0.019547688,0.073303826
3.13401,-0.14844051,6.4858923,0.081855945,-0.018325957,0.08307768
2.693477,0.06943185,8.152257,0.103847094,-0.02321288,0.081855945
1.7669208,-0.7398083,8.714894,0.119729586,-0.02443461,0.0842994
0.59855044,-2.4013844,9.0237465,0.12705997,-0.02443461,0.089186326
0.58897364,-3.2609026,7.893683,0.12095132,-0.018325957,0.09896017
1.520318,-3.2345665,6.143522,0.10262536,-0.021991149,0.10751228
1.8674773,-2.0949266,3.9695864,0.089186326,-0.021991149,0.11484267
1.0534488,-3.2920272,3.8953662,0.087964594,-0.02076942,0.11728613
